,Unnamed: 0,url,domain,post_id,published,author,flow,polling,content_len,title,comments,favs,views,votes_plus,votes_minus,views_lognorm,favs_lognorm,comments_lognorm
2677,2677,https://habrahabr.ru/post/26464/,habrahabr.ru,26464,2008-05-30 10:38:00,@Kaitaku,management,False,1891,Инструкция разработчика,35,32,290,101.0,26.0,-0.742544539095,0.842857509421,0.299424032196
2678,2678,https://habrahabr.ru/post/26466/,habrahabr.ru,26466,2008-05-30 11:35:00,@DmitryDavydov,misc,False,2112,"Компания предлагает людям деньги, чтобы они там не работали",8,4,354,43.0,18.0,-0.610085562947,-0.360498215728,-0.739917117783
2679,2679,https://geektimes.ru/post/26469/,geektimes.ru,26469,2008-05-30 12:14:00,@Tylerskald,,False,874,Внешний накопитель eGo на 1 ТБ от Iomega,26,3,615,23.0,8.0,0.120242536071,0.0729962101433,0.276143504389
2680,2680,https://habrahabr.ru/post/26472/,habrahabr.ru,26472,2008-05-30 12:57:00,@Davidov,admin,False,729,О пользе национальных доменов,6,0,248,7.0,1.0,-0.841097449085,-1.38815373383,-0.926965678622
2681,2681,https://habrahabr.ru/post/26473/,habrahabr.ru,26473,2008-05-30 13:04:00,@DmitryDavydov,misc,False,744,Самые странные онлайн коллекции и музеи,4,2,266,44.0,18.0,-0.7937417307,-0.682345523835,-1.17721970046
2682,2682,https://habrahabr.ru/post/26475/,habrahabr.ru,26475,2008-05-30 13:10:00,@unno,misc,False,3418,Двайствуйте!,113,7,197,70.0,20.0,-0.986906269467,-0.0521271381535,1.16805513077
2683,2683,https://habrahabr.ru/post/26477/,habrahabr.ru,26477,2008-05-30 13:50:00,@Jey,misc,False,7183,Clip2net — очень быстрая публикация в Сеть,29,15,2000,16.0,3.0,0.535810248924,0.390273424107,0.170498143316
2684,2684,https://habrahabr.ru/post/26479/,habrahabr.ru,26479,2008-05-30 14:23:00,@ugnich,develop,False,1638,Список уникальных адресов сайтов,27,2,372,10.0,9.0,-0.570649805256,-0.684766314982,0.117165775204
2685,2685,https://habrahabr.ru/post/26482/,habrahabr.ru,26482,2008-05-30 14:33:00,@DmitryDavydov,misc,False,1306,Высокотехнологичность американской экономики — пи… деж чистой воды,2,0,228,54.0,29.0,-0.890483704298,-1.38736113094,-1.56080975588
2686,2686,https://geektimes.ru/post/26483/,geektimes.ru,26483,2008-05-30 14:44:00,@alizar,,False,3641,Akamai: отчёт о состоянии интернета,17,6,367,35.0,2.0,-0.28284783331,0.552712927527,-0.0663327596601
2687,2687,https://habrahabr.ru/post/31592/,habrahabr.ru,31592,2008-05-30 15:36:00,@Dr_Linux,admin,False,9280,"Пять принципов успешного массового сотрудничества, ч3",0,1,239,2.0,1.0,-0.857769020903,-0.939079665335,-2.37845057361
2688,2688,https://geektimes.ru/post/26488/,geektimes.ru,26488,2008-05-30 15:37:00,@Tylerskald,,False,1005,"Чип, который может искоренить пиратство",109,2,526,37.0,17.0,-0.000607233786265,-0.177103383053,1.46324367653
2689,2689,https://geektimes.ru/post/26489/,geektimes.ru,26489,2008-05-30 15:46:00,@alizar,,False,1194,Винчестер специально для записи видео,4,0,822,6.0,4.0,0.349646363049,-1.12285568964,-1.15266188543
2690,2690,https://geektimes.ru/post/26492/,geektimes.ru,26492,2008-05-30 16:12:00,@Artima,,False,767,Кто хотел пузомерку от Гугла?,23,9,252,35.0,11.0,-0.580314447157,0.865563419422,0.174631898409
2691,2691,https://geektimes.ru/post/26493/,geektimes.ru,26493,2008-05-30 16:43:00,@alizar,,False,1383,Microsoft тестирует средства онлайн-диагностики Windows,3,0,396,10.0,4.0,-0.228990506555,-1.12286103441,-1.33346322714
2692,2692,https://geektimes.ru/post/26494/,geektimes.ru,26494,2008-05-30 17:22:00,@fotonstep,,False,2772,Вкусный Монстр: путь к совершенству,21,7,356,22.0,3.0,-0.312179815915,0.674178920376,0.106110580672
2693,2693,https://geektimes.ru/post/26496/,geektimes.ru,26496,2008-05-30 17:30:00,@Tigger,,False,1194,Intel и Micron ставят рекорды,0,1,428,8.0,3.0,-0.165974944625,-0.523694890003,-2.49377778389
2694,2694,https://habrahabr.ru/post/26501/,habrahabr.ru,26501,2008-05-30 19:32:00,@Dolfer,develop,False,1007,Свободный мультфильм Big Buck Bunny стал доступен для скачивания,58,13,2400,45.0,6.0,0.656305075833,0.304574007145,0.682635750953
2695,2695,https://geektimes.ru/post/26502/,geektimes.ru,26502,2008-05-30 19:41:00,@juks,,False,229,tail -f habr_access_log,0,1,165,0.0,0.0,-0.918451096206,-0.521992149727,-2.44886111863
2696,2696,https://habrahabr.ru/post/26503/,habrahabr.ru,26503,2008-05-30 19:51:00,@voicer,develop,False,3016,"Супер-простой плагин, правильно склоняющий слово «комментарий».",134,33,1100,44.0,9.0,0.142720915842,0.872642957842,1.30294462979
2697,2697,https://habrahabr.ru/post/26506/,habrahabr.ru,26506,2008-05-30 20:18:00,@XaocCPS,develop,False,10005,Несколько мыслей по поводу безопасного кода,22,25,297,41.0,4.0,-0.717703426844,0.696453963756,-0.0332918847604
2698,2698,https://habrahabr.ru/post/26507/,habrahabr.ru,26507,2008-05-30 20:24:00,@ognevsky,develop,False,3793,Что я сейчас слушаю?,6,3,1600,13.0,7.0,0.389512437307,-0.506305802717,-0.92932155279
2699,2699,https://habrahabr.ru/post/26509/,habrahabr.ru,26509,2008-05-30 20:51:00,@beskov,management,False,3312,Концепция проекта как инженерный документ — основа успешного проекта,14,70,4400,35.0,4.0,1.05481526178,1.34245467543,-0.353125981151
2700,2700,https://habrahabr.ru/post/26512/,habrahabr.ru,26512,2008-05-30 21:12:00,@newildar,misc,False,839,100% отечественные интернет проекты — есть такие?,96,1,206,14.0,8.0,-0.960297714254,-0.953132177328,1.0550766085
2701,2701,https://geektimes.ru/post/26513/,geektimes.ru,26513,2008-05-30 21:28:00,@absorbb,,False,915,Google.ru пиарится.,62,3,253,53.0,15.0,-0.571909616949,0.0767999163819,0.990563965942
2702,2702,https://habrahabr.ru/post/26518/,habrahabr.ru,26518,2008-05-30 23:53:00,@VladimirS,develop,False,5641,PHP mail под Windows,52,115,52600,45.0,9.0,2.68804210385,1.65559609314,0.59673545084
2703,2703,https://habrahabr.ru/post/26521/,habrahabr.ru,26521,2008-05-31 12:12:00,@Deeman,admin,False,2394,Видеоредакторы для Linux,61,55,37500,46.0,6.0,2.46185935372,1.17888579799,0.717807353965
2704,2704,https://geektimes.ru/post/26528/,geektimes.ru,26528,2008-05-31 15:19:00,@juks,,False,53,tail -f habr_access_log,37,9,235,39.0,16.0,-0.631764321085,0.877189808009,0.577474557061
2705,2705,https://habrahabr.ru/post/26530/,habrahabr.ru,26530,2008-05-31 16:21:00,@fkndfatum,admin,False,2385,Про Flickr и быструю закачку фотографий в сеть из Ubuntu,37,29,1400,40.0,2.0,0.290717929322,0.776377482605,0.347940698515
2706,2706,https://habrahabr.ru/post/26536/,habrahabr.ru,26536,2008-05-31 20:18:00,@Rchee,management,False,928,Фрилансеры на 5 рублей,125,4,449,33.0,7.0,-0.451636478629,-0.372181123575,1.25197374158
2707,2707,https://geektimes.ru/post/26542/,geektimes.ru,26542,2008-05-31 22:06:00,@Shapelez,,False,5351,"Гаджеты, сделающие супергероя даже из сопляка",16,3,3300,42.0,14.0,1.49304746233,0.074947799013,-0.0802945145635
2708,2708,https://geektimes.ru/post/26547/,geektimes.ru,26547,2008-06-01 00:12:00,@ne0d1n,,False,1874,Виртуализация как средство распространения ПО,46,31,2500,30.0,3.0,1.25858410065,1.88116174039,0.751348526426
2709,2709,https://habrahabr.ru/post/26548/,habrahabr.ru,26548,2008-06-01 00:50:00,@andreikharlanov,admin,False,1313,ICANN и домен.РФ,58,0,207,20.0,9.0,-0.953439798599,-1.39904526136,0.678489163141
2710,2710,https://geektimes.ru/post/26552/,geektimes.ru,26552,2008-06-01 01:34:00,@ognevsky,,False,1286,Яндекс.XML,8,0,2600,5.0,10.0,1.28166823308,-1.13186003409,-0.604575137289
2711,2711,https://habrahabr.ru/post/26553/,habrahabr.ru,26553,2008-06-01 01:47:00,@nicola,misc,False,489,паттерны 2.0 (решение типовых задач программиста),42,14,1900,27.0,2.0,0.512230912588,0.344602980312,0.444273152405
2712,2712,https://habrahabr.ru/post/26562/,habrahabr.ru,26562,2008-06-01 12:09:00,@DmitryDavydov,misc,False,1374,А сколько денег Америка украла у тебя сегодня?,133,8,272,84.0,43.0,-0.770568189363,0.0267436067335,1.29741686334
2713,2713,https://habrahabr.ru/post/26566/,habrahabr.ru,26566,2008-06-01 13:51:00,@Imposeren,develop,False,4631,Inkscape — открытый редактор векторной графики.,53,32,12500,64.0,2.0,1.78683463957,0.864000450058,0.608470938998
2714,2714,https://habrahabr.ru/post/26567/,habrahabr.ru,26567,2008-06-01 14:21:00,@Rchee,management,False,1716,Фрилансеры не за 5 рублей или статистика,110,12,1000,48.0,9.0,0.0949869695471,0.258131797547,1.14851254545
2715,2715,https://habrahabr.ru/post/26574/,habrahabr.ru,26574,2008-06-01 16:38:00,@roTuKa,develop,False,1921,Ruby on Rails 2.1,21,5,246,27.0,4.0,-0.835121643088,-0.237220526771,-0.0668344126548
2716,2716,https://habrahabr.ru/post/26577/,habrahabr.ru,26577,2008-06-01 17:05:00,@rgbeast,develop,False,4491,Особенности условных конструкции со строками в PHP,88,60,1200,42.0,3.0,0.219916753876,1.25991214386,0.985563330113
2717,2717,https://habrahabr.ru/post/26580/,habrahabr.ru,26580,2008-06-01 17:25:00,@Pilot34,develop,False,8321,Что нового я узнал на PHPconf 2008,120,26,369,59.0,4.0,-0.565442371112,0.730385175878,1.21455496335
2718,2718,https://habrahabr.ru/post/26581/,habrahabr.ru,26581,2008-06-01 17:27:00,@zolotoy,develop,False,371,Безопасность в PHP — Введение,21,24,747,15.0,10.0,-0.0948320642308,0.679401474669,-0.0718998661733
2719,2719,https://habrahabr.ru/post/26584/,habrahabr.ru,26584,2008-06-01 19:12:00,@oowl,develop,False,1311,Компромисс между жадностью и удобством,50,21,317,44.0,10.0,-0.666185119974,0.595687202182,0.56166491982
2720,2720,https://habrahabr.ru/post/26585/,habrahabr.ru,26585,2008-06-01 19:37:00,@Archon,develop,False,3141,Динамическая висячая пунктуация в HTML,44,124,3600,48.0,0.0,0.962277630816,1.72155022586,0.467361966783
2721,2721,https://geektimes.ru/post/26588/,geektimes.ru,26588,2008-06-01 20:00:00,@Goodrone,,False,2430,Google I/O,0,0,181,6.0,1.0,-0.853264925079,-1.13149703525,-2.38391793378
2722,2722,https://geektimes.ru/post/26591/,geektimes.ru,26591,2008-06-01 20:36:00,@Kaberc,,False,2421,Windows с интерфейсом Gnome,169,24,5100,50.0,13.0,1.79546884544,1.64372339785,1.79294263384
2723,2723,https://geektimes.ru/post/26593/,geektimes.ru,26593,2008-06-01 21:33:00,@freetonik,,False,8192,Запись Skype-беседы,21,88,86900,61.0,5.0,4.01349618559,2.7157021639,0.136035037287
2724,2724,https://habrahabr.ru/post/26603/,habrahabr.ru,26603,2008-06-01 23:55:00,@nikzh,design,False,2371,Об ограничениях,34,11,241,41.0,4.0,-0.848557764889,0.196591563289,0.277927024539
2725,2725,https://geektimes.ru/post/26607/,geektimes.ru,26607,2008-06-02 02:25:00,@vitol,,False,1612,Mac-пользователи самые жадные,7,0,177,12.0,6.0,-0.857745178782,-1.12115951528,-0.678433646464
2726,2726,https://habrahabr.ru/post/31593/,habrahabr.ru,31593,2008-06-02 09:05:00,@sunnybear,develop,False,1644,Средний размер веб-страницы увеличился втрое с 2003 года,11,20,1300,52.0,1.0,0.274313284107,0.555612725995,-0.529605604207
2727,2727,https://geektimes.ru/post/26616/,geektimes.ru,26616,2008-06-02 09:49:00,@denver,,False,1185,Книжко-непотопляйко,115,14,457,150.0,8.0,-0.136594077348,1.16060223889,1.47067885691
2728,2728,https://habrahabr.ru/post/26619/,habrahabr.ru,26619,2008-06-02 11:15:00,@alexlobach,misc,False,2764,Тренинговая лаборатория 2008,3,2,191,8.0,0.0,-1.00608676187,-0.701635439504,-1.35598104597
2729,2729,https://geektimes.ru/post/26624/,geektimes.ru,26624,2008-06-02 12:02:00,@Morozka,,False,1819,Маршруты Москвы на персонализируемой странице iGoogle,11,3,237,19.0,6.0,-0.634350056701,0.0441211206362,-0.356857129862
2730,2730,https://habrahabr.ru/post/26632/,habrahabr.ru,26632,2008-06-02 13:48:00,@gkopanev,misc,False,715,Объективно прекрасно,48,2,278,17.0,7.0,-0.753432339096,-0.69868172077,0.533818134888
2731,2731,https://geektimes.ru/post/26633/,geektimes.ru,26633,2008-06-02 13:53:00,@alizar,,False,1831,Acrobat вышел в онлайн — новый конкурент Google Docs,62,15,4200,49.0,2.0,1.5557204779,1.21072683245,0.974310556723
2732,2732,https://geektimes.ru/post/26636/,geektimes.ru,26636,2008-06-02 15:30:00,@Tylerskald,,False,775,В Hitachi Maxell разработан аккумулятор в 20 раз «объёмнее» существующих,1,0,833,7.0,3.0,0.314604406912,-1.12749407597,-1.79825063548
2733,2733,https://geektimes.ru/post/26637/,geektimes.ru,26637,2008-06-02 15:57:00,@Tylerskald,,False,1050,Локальная сеть по телевизионному кабелю,39,3,2000,16.0,7.0,0.979855945106,0.0434903573909,0.610731902856
2734,2734,https://habrahabr.ru/post/26638/,habrahabr.ru,26638,2008-06-02 16:10:00,@alizar,design,False,2287,Видео@Mail.Ru: редизайн в стиле Веб 2.0,2,0,234,6.0,11.0,-0.866355514187,-1.41192825542,-1.56983495804
2735,2735,https://habrahabr.ru/post/26642/,habrahabr.ru,26642,2008-06-02 16:30:00,@Heath,design,False,1292,Удобочитаемость текста — сбор статистики,23,29,1000,48.0,5.0,0.103526534988,0.78962387512,-0.00234369767501
2736,2736,https://geektimes.ru/post/26643/,geektimes.ru,26643,2008-06-02 16:35:00,@Gumoza,,False,641,Vista + 2003 Office =?,33,2,255,45.0,12.0,-0.590137393729,-0.198897796042,0.478776791933
2737,2737,https://geektimes.ru/post/26644/,geektimes.ru,26644,2008-06-02 16:42:00,@andreikharlanov,,False,3051,слухи о новом.Mac,11,1,162,17.0,5.0,-0.932357861356,-0.540674265434,-0.356505090069
2738,2738,https://habrahabr.ru/post/26647/,habrahabr.ru,26647,2008-06-02 16:45:00,@Kenobi,develop,False,1207,Храним пароли открыто,95,71,8800,56.0,6.0,1.55731890882,1.35378056329,1.03963444762
2739,2739,https://habrahabr.ru/post/26648/,habrahabr.ru,26648,2008-06-02 17:01:00,@neochief,develop,False,1292,Русская документация API Drupal,28,31,3600,43.0,11.0,0.954409441938,0.825861161284,0.137456698059
2740,2740,https://geektimes.ru/post/26651/,geektimes.ru,26651,2008-06-02 18:05:00,@dze,,False,3087,Как живется в «Бегуне»,120,8,585,83.0,28.0,0.0559178389502,0.727915409951,1.49991971904
2741,2741,https://geektimes.ru/post/26653/,geektimes.ru,26653,2008-06-02 18:35:00,@Kaberc,,False,5082,Windows с интерфейсом Gnome (мануал по SharpE),29,9,1800,11.0,4.0,0.917497028869,0.814438448687,0.373943980752
2742,2742,https://habrahabr.ru/post/26656/,habrahabr.ru,26656,2008-06-02 19:33:00,@akzhan,develop,False,740,"Небольшой семинар по.NET, Silverlight и хостингу.NET-проектов",8,0,341,14.0,5.0,-0.62327371451,-1.41474469982,-0.740235973235
2743,2743,https://habrahabr.ru/post/26658/,habrahabr.ru,26658,2008-06-02 19:42:00,@rosnovsky,develop,False,1231,Однокласникис.инфо,68,2,4600,44.0,26.0,1.11357132122,-0.699925304025,0.791638906269
2744,2744,https://habrahabr.ru/post/26660/,habrahabr.ru,26660,2008-06-02 20:07:00,@akzhan,develop,False,4783,JavaScript — быстрый старт для Perl-разработчиков,80,24,2300,49.0,24.0,0.648037608032,0.672124397716,0.910674790178
2745,2745,https://habrahabr.ru/post/26661/,habrahabr.ru,26661,2008-06-02 20:47:00,@apelsyn,develop,False,646,Яндекс поддерживает Sitemap 0.9,19,23,474,35.0,0.0,-0.40714412179,0.644580114,-0.14294326076
2746,2746,https://habrahabr.ru/post/26662/,habrahabr.ru,26662,2008-06-02 21:01:00,@akzhan,develop,False,4836,.mrpc — простое взаимодействие клиента с сервером,5,3,317,4.0,2.0,-0.674935908992,-0.516450658487,-1.04906077139
2747,2747,https://habrahabr.ru/post/26663/,habrahabr.ru,26663,2008-06-02 21:23:00,@vitafil,misc,False,2668,«Серебро» на Киевском Международном Фестивале Рекламы,19,4,188,14.0,4.0,-1.02074152617,-0.373318509412,-0.137112015783
2748,2748,https://habrahabr.ru/post/26666/,habrahabr.ru,26666,2008-06-02 21:36:00,@konfuze,develop,False,855,"Внимание, воровство cookies!",64,13,1500,96.0,4.0,0.366606499767,0.294923133068,0.752378756393
2749,2749,https://habrahabr.ru/post/26667/,habrahabr.ru,26667,2008-06-02 22:01:00,@arestov,design,False,1067,Revecter- новый ECMAScript фреймворк для SVG,4,11,433,17.0,2.0,-0.462814528435,0.195609799444,-1.1831820197
2750,2750,https://geektimes.ru/post/26668/,geektimes.ru,26668,2008-06-02 22:20:00,@Tigger,,False,2228,Миннесота говорит Гуглу решительное «нет»!,63,3,142,30.0,4.0,-1.03023833238,0.0455815305644,0.979390113193
2751,2751,https://geektimes.ru/post/26680/,geektimes.ru,26680,2008-06-03 01:14:00,@366,,False,883,Платформа Facebook стала открытой.,27,10,479,43.0,6.0,-0.069896961371,0.946388540129,0.320220819834
2752,2752,https://habrahabr.ru/post/26682/,habrahabr.ru,26682,2008-06-03 01:25:00,@fxposter,develop,False,659,Вышел jQuery UI 1.5 RC1,36,12,492,30.0,3.0,-0.376898692166,0.247357296101,0.328897959688
2753,2753,https://geektimes.ru/post/26683/,geektimes.ru,26683,2008-06-03 01:33:00,@vitol,,False,2914,Бесплатные mac-журналы,1,2,613,2.0,7.0,0.12919646707,-0.195355247581,-1.79569224223
2754,2754,https://habrahabr.ru/post/26684/,habrahabr.ru,26684,2008-06-03 02:04:00,@art_lomov,misc,False,2257,Конкурс WebHiTech: два месяца в пути,48,2,142,27.0,8.0,-1.20515169412,-0.706260363566,0.540452916215
2755,2755,https://geektimes.ru/post/26687/,geektimes.ru,26687,2008-06-03 04:38:00,@Apostol,,False,7734,Работа на природе (или IT уходит в лес на велосипедах),23,5,2100,11.0,5.0,1.12517036736,0.41333019655,0.203478393786
2756,2756,https://habrahabr.ru/post/26689/,habrahabr.ru,26689,2008-06-03 07:55:00,@webcasper,misc,False,754,Firefox + Nintendo = новая игра FireNes (2500 игр),6,7,255,18.0,1.0,-0.812027976682,-0.0670053503031,-0.929973181621
2757,2757,https://habrahabr.ru/post/26691/,habrahabr.ru,26691,2008-06-03 09:10:00,@webcasper,misc,False,11313,Вперед в будущее: следующие 25 лет видеоигр,15,1,531,16.0,3.0,-0.3207490941,-0.969756926859,-0.303549694863
2758,2758,https://habrahabr.ru/post/26695/,habrahabr.ru,26695,2008-06-03 10:49:00,@yaneblog,develop,False,3776,Установка Sun System Portal Server 7.1 update 1 на Windows 2003,4,2,647,2.0,2.0,-0.184543289673,-0.701330698271,-1.18214242682
2759,2759,https://habrahabr.ru/post/26697/,habrahabr.ru,26697,2008-06-03 11:00:00,@Novikov,misc,False,1640,"Секция по электронной коммерции: приходите, будут только практики",7,2,174,6.0,2.0,-1.06483208916,-0.700133894253,-0.824045674769
2760,2760,https://geektimes.ru/post/26700/,geektimes.ru,26700,2008-06-03 11:47:00,@Tylerskald,,False,1162,ASUS Eee Box на Atom. Характеристики,14,0,462,9.0,8.0,-0.0962566948965,-1.16987127756,-0.172514265803
2761,2761,https://habrahabr.ru/post/26702/,habrahabr.ru,26702,2008-06-03 11:55:00,@altblog,misc,False,2902,AideRSS — Читай только самое лучшее!,16,18,242,45.0,7.0,-0.841475933392,0.504331280706,-0.253148257075
2762,2762,https://habrahabr.ru/post/26705/,habrahabr.ru,26705,2008-06-03 12:58:00,@meako,develop,False,5127,Scribus — полиграфия в открытую,71,52,7900,67.0,3.0,1.524574651,1.18034152846,0.83997564687
2763,2763,https://habrahabr.ru/post/31594/,habrahabr.ru,31594,2008-06-03 13:08:00,@yaneblog,develop,False,10285,Что умеет и имеет Sun Java System Portal 7.1,10,6,817,3.0,0.0,-0.0198081979113,-0.14669272243,-0.582050715825
2764,2764,https://geektimes.ru/post/26707/,geektimes.ru,26707,2008-06-03 13:15:00,@alizar,,False,1836,На Google Finance появятся котировки Nasdaq в реальном времени,2,4,1200,7.0,2.0,0.682732977096,0.251856664276,-1.4579776541
2765,2765,https://habrahabr.ru/post/26710/,habrahabr.ru,26710,2008-06-03 14:34:00,@savinru,misc,False,1207,Как создать свое мероприятие на iCamp,0,0,156,5.0,1.0,-1.14090994375,-1.42044677352,-2.39539669571
2766,2766,https://habrahabr.ru/post/26712/,habrahabr.ru,26712,2008-06-03 14:56:00,@Tigger,admin,False,1107,Америка не ушла с молотка,23,1,147,17.0,6.0,-1.17802041883,-0.962340028857,0.0144520298593
2767,2767,https://habrahabr.ru/post/26713/,habrahabr.ru,26713,2008-06-03 15:27:00,@CrazyGirl,misc,False,1365,Стартапы и инвестиции: презентуй проект и получи денег,27,2,324,7.0,1.0,-0.640977621057,-0.695082031968,0.130576654103
2768,2768,https://habrahabr.ru/post/26714/,habrahabr.ru,26714,2008-06-03 15:50:00,@vilgeforce,admin,False,3125,Вирус в «Одноклассниках»,53,8,2000,61.0,4.0,0.594437351647,0.0249645889602,0.62581076329
2769,2769,https://habrahabr.ru/post/26720/,habrahabr.ru,26720,2008-06-03 16:56:00,@arestov,develop,False,1493,Состояние Opera в первом квартале 2008,21,1,132,30.0,6.0,-1.24900469791,-0.960374906207,-0.0529185805746
2770,2770,https://geektimes.ru/post/26722/,geektimes.ru,26722,2008-06-03 17:23:00,@Zoolander,,False,1186,"Робот, покоривший Гранд-Каньон",7,1,191,6.0,4.0,-0.81931277753,-0.562397081645,-0.663395611583
2771,2771,https://habrahabr.ru/post/26723/,habrahabr.ru,26723,2008-06-03 17:40:00,@Evgeniy_Jurba,misc,False,810,Перспективы бизнеса по организации онлайн-семинаров,0,0,161,0.0,0.0,-1.11144639246,-1.41241955543,-2.38853559844
2772,2772,https://habrahabr.ru/post/26726/,habrahabr.ru,26726,2008-06-03 17:49:00,@Evgeniy_Jurba,misc,False,811,Перспективы бизнеса по организации онлайн-семинаров,27,1,144,10.0,5.0,-1.18394516418,-0.954076980063,0.134022050946
2773,2773,https://geektimes.ru/post/26728/,geektimes.ru,26728,2008-06-03 17:57:00,@linker,,False,1127,Хороши ли Яндекс.Фотки?,406,23,2400,100.0,12.0,1.24771259654,1.63469508007,2.46670088718
2774,2774,https://habrahabr.ru/post/287162/,habrahabr.ru,287162,2008-06-03 18:02:00,@Tigger,marketing,False,1727,CNN набирает народных журналистов,0,3,168,4.0,1.0,-1.07681185537,-0.498380228063,-2.3736503943
2775,2775,https://habrahabr.ru/post/26738/,habrahabr.ru,26738,2008-06-03 19:10:00,@vilgeforce,develop,False,901,"Одноклассники, серия вторая!",5,0,507,14.0,8.0,-0.325231413918,-1.40351100926,-1.01257793568
2776,2776,https://habrahabr.ru/post/31596/,habrahabr.ru,31596,2008-06-03 20:07:00,@Kupyc,develop,False,5506,Использование пространств имен для организации JavaScript-кода,18,40,8000,27.0,4.0,1.54616629219,1.02687385298,-0.145640062661
2777,2777,https://habrahabr.ru/post/26744/,habrahabr.ru,26744,2008-06-03 20:41:00,@mixen,develop,False,1429,Возможности и сроки Silverlight 2 Beta2,42,0,184,18.0,8.0,-1.01136946776,-1.40572137645,0.466328903707
2778,2778,https://habrahabr.ru/post/26746/,habrahabr.ru,26746,2008-06-03 21:06:00,@vilgeforce,admin,False,1802,Продолжая тему трояна в Одноклассниках,0,1,658,13.0,1.0,-0.14857926906,-0.947954633735,-2.35412688744
2779,2779,https://habrahabr.ru/post/26750/,habrahabr.ru,26750,2008-06-03 21:51:00,@vilgeforce,develop,False,1407,О вреде ActiveX,11,1,558,7.0,2.0,-0.260010039601,-0.945956731908,-0.483499506017
2780,2780,https://habrahabr.ru/post/26751/,habrahabr.ru,26751,2008-06-03 22:21:00,@Bobos,develop,False,4086,Пример простой защиты информации на VMWare,29,12,1300,19.0,5.0,0.313718362196,0.279939948637,0.201267989968
2781,2781,https://habrahabr.ru/post/26753/,habrahabr.ru,26753,2008-06-03 22:35:00,@nicola,develop,False,3851,svn tips,17,53,2100,12.0,0.0,0.639004103909,1.21168736946,-0.18075356063
2782,2782,https://habrahabr.ru/post/26754/,habrahabr.ru,26754,2008-06-03 22:37:00,@nod_for_all,develop,False,3548,32-е мая или 3 дня с НОДом,15,1,258,7.0,4.0,-0.78532854486,-0.947743982259,-0.26867232244
2783,2783,https://geektimes.ru/post/26760/,geektimes.ru,26760,2008-06-03 23:45:00,@JustLuckyGuy,,False,1889,Acer One официально,13,0,198,9.0,4.0,-0.791708880091,-1.17615029184,-0.224777275295
2784,2784,https://habrahabr.ru/post/26763/,habrahabr.ru,26763,2008-06-04 00:29:00,@gribunin,develop,False,1833,Пространство имён в Javascript-коде 2,42,31,4400,16.0,1.0,1.14802810209,0.868268119187,0.471003555428
2785,2785,https://geektimes.ru/post/26765/,geektimes.ru,26765,2008-06-04 00:52:00,@Bobos,,False,2080,Идея Flex-проектика «е-магазин для халявщиков»,2,3,197,5.0,2.0,-0.787829816282,0.0554843489918,-1.43491223278
2786,2786,https://habrahabr.ru/post/26771/,habrahabr.ru,26771,2008-06-04 02:17:00,@De_Compile,develop,False,10692,Простой Image Viewer для iPhone,11,19,2700,17.0,1.0,0.810783874426,0.55906107811,-0.483238587213
2787,2787,https://habrahabr.ru/post/26772/,habrahabr.ru,26772,2008-06-04 02:41:00,@CurlyBrace,develop,False,8971,@Media 2008 Лондон. Отчет. Часть первая,15,7,227,25.0,2.0,-0.873488944811,-0.0406603058046,-0.267001518903
2788,2788,https://habrahabr.ru/post/26773/,habrahabr.ru,26773,2008-06-04 04:58:00,@va1en0k,develop,False,10254,Плагины для лиса в прямом эфире,45,67,456,66.0,3.0,-0.398334292897,1.3597286283,0.525496760451
2789,2789,https://habrahabr.ru/post/26776/,habrahabr.ru,26776,2008-06-04 07:05:00,@XaocCPS,develop,False,1137,Microsoft Project Codename «Velocity»,0,4,378,7.0,0.0,-0.525376546259,-0.35081765348,-2.34952700465
2790,2790,https://geektimes.ru/post/26778/,geektimes.ru,26778,2008-06-04 09:34:00,@fotonstep,,False,3232,Свобода в аренду,1,5,284,6.0,0.0,-0.482150760943,0.40793519668,-1.73411019762
2791,2791,https://habrahabr.ru/post/26779/,habrahabr.ru,26779,2008-06-04 09:44:00,@Rizhikov,management,False,21625,Теория кратковременных направленных толчков,20,37,292,19.0,2.0,-0.699640850731,0.972631319514,-0.0549942567065
2792,2792,https://geektimes.ru/post/26781/,geektimes.ru,26781,2008-06-04 10:14:00,@kortunov,,False,3675,Офис SUP глазами провинциальных дизайнеров,115,11,1700,77.0,3.0,0.979305076456,1.01734772088,1.45718295008
2793,2793,https://habrahabr.ru/post/26782/,habrahabr.ru,26782,2008-06-04 10:41:00,@fog,misc,False,476,Хроники Суперхабра,45,2,244,58.0,19.0,-0.818693908715,-0.687305129976,0.531645290772
2794,2794,https://habrahabr.ru/post/26784/,habrahabr.ru,26784,2008-06-04 10:50:00,@sirus,develop,False,13475,Исследование AJAX Client Storage — от хирургии Dojo к собственной реализации Fullajax Storage,30,31,910,16.0,1.0,0.0793715419405,0.860789212441,0.23586811484
2795,2795,https://geektimes.ru/post/26785/,geektimes.ru,26785,2008-06-04 10:53:00,@mikhanoid,,False,624,Вы всё-ещё не любите изобретать велосипеды? Тогда Antec идёт к Вам,4,0,169,6.0,4.0,-0.907778867512,-1.17625942837,-1.00544100724
